"year","month","day","td_ge","dt","luna_num","saros","eclipse_type","gamma","magnitude","lat_ge","lng_ge","lat_dd_ge","lng_dd_ge","sun_alt","sun_azm","path_width","central_duration","duration_secs","cat_no","canon_plate","julian_date","t0","x0","x1","x2","x3","y0","y1","y2","y3","d0","d1","d2","mu0","mu1","mu2","l10","l11","l12","l20","l21","l22","tan_f1","tan_f2","tmin","tmax","etype","PNS","UNS","NCN","nSer","nSeq","nJLE"
2085,6,22,"03:21:16",169.00000000,1057,138,"A",.04525000,.97041000,"26.2N","131.3E",26.15065000,131.26813000,87.30000000,186.10000000,106.40000000,"03m29s",209.00000000,9699.00000000,485.00000000,2482763.64000000,3.00000000,-.17790900,.51612410,-.00002350,-.00000623,.06533400,-.05740350,-.00015300,.00000080,23.42000000,-.00029900,-.00000600,224.44167000,14.99907000,.00000000,.55906800,.00009760,-.00001020,.01286600,.00009720,-.00001010,.00460160,.00457870,-3.00000000,3.00000000,2,0,0,0,70,35,44
2085,12,16,"22:37:48",170.10000000,1063,143,"A",.27865000,.99713000,"7.3S","160.8W",-7.25804000,-160.80347000,73.90000000,176.50000000,10.40000000,"00m19s",19.20000000,9700.00000000,485.00000000,2482941.44300000,23.00000000,.18553100,.55139150,-.00000170,-.00000801,.29164400,.03683980,.00015520,-.00000066,-23.35828000,-.00146900,.00000600,165.99411000,14.99639000,.00000000,.55144400,-.00012560,-.00001180,.00528000,-.00012500,-.00001180,.00475080,.00472720,-3.00000000,3.00000000,2,0,0,0,72,27,40
2086,6,11,"11:07:14",171.20000000,1069,148,"T",-.72151000,1.01735000,"23.2S","12.5E",-23.20237000,12.47736000,43.70000000,1.80000000,85.90000000,"01m48s",108.10000000,9701.00000000,486.00000000,2483117.96300000,11.00000000,-.08892900,.55065690,-.00001800,-.00000790,-.71907800,-.01720130,-.00012370,.00000034,23.12593100,.00272500,-.00000600,345.02405000,14.99927000,.00000000,.54462800,.00011930,-.00001140,-.00150200,.00011870,-.00001140,.00460530,.00458240,-3.00000000,3.00000000,1,-1,0,0,75,25,20
2086,12,6,"05:38:55",172.30000000,1075,153,"P",1.01941000,.92709000,"67.4N","96.2E",67.44539000,96.24579000,.00000000,182.30000000,.00000000,"00m00s",.00000000,9702.00000000,486.00000000,2483295.73500000,6.00000000,.19949400,.51902210,.00000960,-.00000630,1.01620500,-.00866700,.00010800,.00000000,-22.53673000,-.00482200,.00000600,272.25626000,14.99697000,.00000000,.56676400,-.00010390,-.00001050,.02052300,-.00010340,-.00001040,.00474530,.00472160,-3.00000000,3.00000000,4,1,1,1,70,13,20
2087,5,2,"18:04:42",173.20000000,1080,120,"P",1.11395000,.80105000,"70.3N","127.6E",70.29372000,127.59351000,.00000000,37.10000000,.00000000,"00m00s",.00000000,9703.00000000,486.00000000,2483443.25300000,18.00000000,-.27989800,.57089830,.00003710,-.00000975,1.07917700,.12333400,-.00016620,-.00000202,15.60330000,.01199600,-.00000300,90.75095000,15.00248000,.00000000,.53232000,.00001100,-.00001290,-.01374800,.00001100,-.00001280,.00463960,.00461650,-3.00000000,3.00000000,4,1,1,1,71,65,1
2087,6,1,"01:27:14",173.40000000,1081,158,"P",-1.41857000,.21460000,"67.8S","165.4E",-67.78858000,165.38043000,.00000000,353.50000000,.00000000,"00m00s",.00000000,9704.00000000,486.00000000,2483472.56100000,1.00000000,-.19704200,.57771940,.00000800,-.00000958,-1.42915590,.02666200,-.00007720,-.00000036,22.05985100,.00556500,-.00000500,195.51393000,14.99987000,.00000000,.53299900,.00007020,-.00001260,-.01307300,.00006980,-.00001250,.00461140,.00458840,-3.00000000,3.00000000,4,-1,-1,-1,70,2,10
2087,10,26,"11:46:57",174.30000000,1086,125,"P",-1.28821000,.46961000,"71.0S","130.5W",-71.02134000,-130.53070000,.00000000,132.10000000,.00000000,"00m00s",.00000000,9705.00000000,486.00000000,2483619.99100000,12.00000000,-.21145300,.49129070,.00002060,-.00000556,-1.27551400,-.12523820,.00012580,.00000135,-12.60517000,-.01383700,.00000300,4.02182000,15.00228000,.00000000,.57069400,.00004620,-.00000990,.02443400,.00004600,-.00000990,.00470320,.00467980,-3.00000000,3.00000000,4,-1,-1,-1,73,58,1
2088,4,21,"10:31:49",175.40000000,1092,130,"T",.41352000,1.04745000,"36.0N","15.1E",35.99703000,15.09692000,65.40000000,162.60000000,173.10000000,"03m58s",237.80000000,9706.00000000,486.00000000,2483797.93900000,11.00000000,.15702700,.55414170,.00002520,-.00000891,.46746600,.14269720,-.00009800,-.00000222,12.27414000,.01363700,-.00000300,345.36243000,15.00335000,.00000000,.53789500,-.00009910,-.00001240,-.00820200,-.00009860,-.00001240,.00465250,.00462940,-3.00000000,3.00000000,1,0,0,0,73,56,2
2088,10,14,"14:48:05",176.50000000,1098,135,"A",-.53491000,.97271000,"39.7S","56.0W",-39.65536000,-55.99939000,57.40000000,20.80000000,115.20000000,"02m38s",158.20000000,9707.00000000,486.00000000,2483974.11700000,15.00000000,-.04763000,.51085300,.00000100,-.00000663,-.54315300,-.14820680,.00008120,.00000184,-8.65711000,-.01500300,.00000200,48.56720000,15.00357000,.00000000,.55781500,.00011500,-.00001080,.01162000,.00011450,-.00001080,.00468810,.00466480,-3.00000000,3.00000000,2,-1,0,0,71,43,2
2089,4,10,"22:44:42",177.60000000,1104,140,"A",-.33187000,.99191000,"10.2S","154.8W",-10.19712000,-154.77502000,70.60000000,343.70000000,30.00000000,"00m53s",53.30000000,9708.00000000,486.00000000,2484152.44800000,23.00000000,.22513600,.51873920,.00002160,-.00000705,-.28009100,.15104840,-.00002930,-.00000197,8.49476000,.01490300,-.00000200,164.75439000,15.00396000,.00000000,.55274400,-.00012930,-.00001110,.00657400,-.00012870,-.00001110,.00466720,.00464390,-3.00000000,3.00000000,2,0,0,0,71,33,40
2089,10,4,"01:15:23",178.70000000,1110,145,"T",.21672000,1.03333000,"7.4N","162.8E",7.42465000,162.78918000,77.40000000,197.30000000,114.90000000,"03m14s",194.20000000,9709.00000000,486.00000000,2484328.55200000,1.00000000,-.07391500,.53981580,-.00000260,-.00000838,.25006100,-.16834410,.00002060,.00000254,-4.57125000,-.01562000,.00000100,197.83990000,15.00450000,.00000000,.54182000,.00011010,-.00001220,-.00429600,.00010960,-.00001210,.00467280,.00464950,-3.00000000,3.00000000,1,0,0,0,77,26,40
2090,3,31,"03:38:08",179.80000000,1116,150,"P",-1.10277000,.78426000,"72.1S","156.3W",-72.06448000,-156.32916000,.00000000,284.20000000,.00000000,"00m00s",.00000000,9710.00000000,486.00000000,2484506.65100000,4.00000000,.50793900,.48765810,-.00000230,-.00000565,-.99639600,.15305400,.00002160,-.00000170,4.33023000,.01574500,-.00000100,238.98228000,15.00426000,.00000000,.56738800,-.00008030,-.00001000,.02114500,-.00007990,-.00001000,.00468260,.00465920,-3.00000000,3.00000000,4,-1,-1,-1,71,21,10
2090,9,23,"16:56:36",180.90000000,1122,155,"T",.91570000,1.05615000,"60.7N","40.5W",60.68650000,-40.47681000,23.20000000,218.50000000,462.90000000,"03m36s",215.90000000,9711.00000000,486.00000000,2484683.20600000,17.00000000,.31214500,.55547070,-.00001920,-.00000946,.86148400,-.17890250,-.00004590,.00000296,-.47153000,-.01577400,.00000000,76.96498000,15.00499000,.00000000,.53339200,.00001480,-.00001290,-.01268200,.00001470,-.00001290,.00465830,.00463510,-3.00000000,3.00000000,1,1,0,0,71,10,10
2091,2,18,"09:54:40",181.90000000,1127,122,"P",1.17790000,.65580000,"71.2N","17.8W",71.22540000,-17.75684000,.00000000,128.20000000,.00000000,"00m00s",.00000000,9712.00000000,486.00000000,2484830.91300000,10.00000000,-.26001200,.49571250,-.00001770,-.00000581,1.14974590,.13247810,.00001550,-.00000148,-11.47191000,.01444800,.00000300,326.55902000,15.00213000,.00000000,.56910800,.00007600,-.00001020,.02285600,.00007560,-.00001020,.00473260,.00470900,-3.00000000,3.00000000,4,1,1,1,70,62,1
2091,8,15,"00:34:43",183.00000000,1133,127,"T",-.94896000,1.02155000,"55.6S","150.5E",-55.58070000,150.48322000,17.80000000,23.20000000,236.50000000,"01m38s",98.10000000,9713.00000000,486.00000000,2485008.52400000,1.00000000,.00983900,.54352300,-.00000440,-.00000813,-.97768400,-.12907900,-.00004220,.00000187,14.00129000,-.01270100,-.00000300,193.84064000,15.00341000,.00000000,.54172100,-.00011940,-.00001180,-.00439400,-.00011880,-.00001170,.00461520,.00459220,-3.00000000,3.00000000,1,-1,0,0,82,62,1
2092,2,7,"15:10:20",184.10000000,1139,132,"A",.43217000,.98403000,"9.9N","48.7W",9.93549000,-48.72589000,64.30000000,167.90000000,62.50000000,"01m48s",107.80000000,9714.00000000,486.00000000,2485185.13200000,15.00000000,-.18429800,.53151520,-.00003020,-.00000739,.40198500,.11674810,.00007260,-.00000154,-15.17413000,.01280600,.00000400,41.50920000,15.00082000,.00000000,.55484700,.00012360,-.00001140,.00866500,.00012300,-.00001140,.00474180,.00471820,-3.00000000,3.00000000,2,0,0,0,71,50,4
2092,8,3,"09:59:33",185.20000000,1145,137,"A",-.20442000,.97942000,"5.6N","30.3E",5.58537000,30.30798000,78.20000000,10.10000000,74.70000000,"02m31s",151.50000000,9715.00000000,486.00000000,2485362.91600000,10.00000000,-.03327100,.51691170,-.00000310,-.00000647,-.20173000,-.09559940,-.00009880,.00000113,17.15640100,-.01089700,-.00000400,328.43863000,15.00227000,.00000000,.55641400,-.00010360,-.00001040,.01022500,-.00010310,-.00001040,.00460820,.00458530,-3.00000000,3.00000000,2,0,0,0,70,40,44
2093,1,27,"03:22:16",186.30000000,1151,142,"T",-.27372000,1.03403000,"34.1S","136.4E",-34.12207000,136.40741000,73.90000000,349.50000000,119.30000000,"02m58s",178.00000000,9716.00000000,486.00000000,2485539.64000000,3.00000000,-.16662700,.56729310,-.00002370,-.00000927,-.30437000,.09208810,.00014300,-.00000142,-18.27780000,.01067100,.00000400,221.84154000,14.99943000,.00000000,.54163900,.00008220,-.00001280,-.00447600,.00008180,-.00001270,.00474830,.00472460,-3.00000000,3.00000000,1,0,0,0,72,27,40
2093,7,23,"12:32:04",187.50000000,1157,147,"A",.57166000,.94634000,"54.6N","1.3E",54.56154000,1.33679000,54.90000000,191.30000000,241.30000000,"05m11s",311.30000000,9717.00000000,486.00000000,2485717.02200000,13.00000000,.30386100,.50262860,-.00002220,-.00000566,.53854600,-.06199640,-.00014120,.00000063,19.81950000,-.00863100,-.00000400,13.33267000,15.00109000,.00000000,.56545300,-.00003120,-.00000970,.01921900,-.00003110,-.00000970,.00460310,.00458020,-3.00000000,3.00000000,2,1,0,0,80,27,20
2094,1,16,"18:59:03",188.60000000,1163,152,"T",-.93334000,1.03422000,"84.8S","10.6W",-84.77367000,-10.56512000,20.50000000,267.10000000,329.40000000,"01m51s",111.50000000,9718.00000000,486.00000000,2485894.29100000,19.00000000,.10048500,.57942210,-.00001680,-.00000983,-.92796000,.05701050,.00020810,-.00000086,-20.71500000,.00809000,.00000500,102.54384000,14.99808000,.00000000,.53871900,-.00002880,-.00001310,-.00738200,-.00002870,-.00001300,.00475260,.00472890,-3.00000000,3.00000000,1,-1,0,0,70,17,20
2094,6,13,"00:22:11",189.50000000,1168,119,"P",-1.46132000,.16179000,"65.3S","163.6W",-65.30573000,-163.63477000,.00000000,340.70000000,.00000000,"00m00s",.00000000,9719.00000000,486.00000000,2486041.51500000,.00000000,.02695900,.52083970,.00000510,-.00000655,-1.47401090,.07922080,-.00008670,-.00000113,23.22147000,.00204100,-.00000600,179.93439000,14.99915000,.00000000,.55540700,.00011350,-.00001050,.00922300,.00011300,-.00001040,.00460500,.00458210,-3.00000000,3.00000000,4,-1,-1,-1,71,70,1
2094,7,12,"13:24:35",189.70000000,1169,157,"P",1.31496000,.42243000,"68.0N","152.8E",67.96774000,152.75049000,.00000000,352.20000000,.00000000,"00m00s",.00000000,9720.00000000,486.00000000,2486071.05900000,13.00000000,-.13868100,.51367210,-.00001400,-.00000605,1.32447200,-.02792240,-.00018900,.00000027,21.82238000,-.00596300,-.00000500,13.52124000,15.00008000,.00000000,.56141600,.00008370,-.00001000,.01520200,.00008330,-.00000990,.00460000,.00457710,-3.00000000,3.00000000,4,1,1,1,70,3,10
2094,12,7,"20:05:56",190.60000000,1174,124,"P",1.15470000,.70458000,"64.7N","95.0W",64.66904000,-94.98761000,.00000000,205.50000000,.00000000,"00m00s",.00000000,9721.00000000,487.00000000,2486219.33700000,20.00000000,.17804000,.53140070,.00004140,-.00000728,1.14214600,-.10829360,.00010210,.00000161,-22.71690900,-.00407700,.00000600,122.08750000,14.99687000,.00000000,.55577600,-.00011780,-.00001140,.00959000,-.00011720,-.00001130,.00474580,.00472220,-3.00000000,3.00000000,4,1,1,1,73,59,1
2095,6,2,"10:07:40",191.80000000,1180,129,"T",-.63959000,1.03319000,"16.7S","37.2E",-16.70507000,37.15619000,50.10000000,347.40000000,144.80000000,"03m18s",198.40000000,9722.00000000,487.00000000,2486395.92200000,10.00000000,.07563900,.54556770,.00001480,-.00000819,-.63912100,.12732890,-.00011840,-.00000207,22.24581900,.00494100,-.00000500,330.45398000,14.99969000,.00000000,.54085000,.00011100,-.00001180,-.00526100,.00011050,-.00001180,.00461090,.00458790,-3.00000000,3.00000000,1,-1,0,0,80,56,2
2095,11,27,"01:02:57",192.90000000,1186,134,"A",.49029000,.93302000,"7.2N","169.8E",7.23993000,169.80792000,60.60000000,195.10000000,284.80000000,"08m47s",526.70000000,9723.00000000,487.00000000,2486573.54400000,1.00000000,.11189800,.49192520,.00004500,-.00000569,.47801600,-.14220280,.00011200,.00000179,-21.12899000,-.00723400,.00000500,198.14639000,14.99791000,.00000000,.56997500,-.00007410,-.00001020,.02371800,-.00007380,-.00001010,.00473810,.00471450,-3.00000000,3.00000000,2,1,0,0,71,48,2
2096,5,22,"01:37:14",194.00000000,1192,139,"T",.11960000,1.07371000,"27.3N","153.4E",27.26700000,153.43878000,83.00000000,162.30000000,240.90000000,"06m06s",366.50000000,9724.00000000,487.00000000,2486750.56800000,2.00000000,.17598400,.55674740,.00002940,-.00000937,.17940900,.17158200,-.00014920,-.00000305,20.56045900,.00757000,-.00000500,210.79228000,15.00053000,.00000000,.53189500,.00002220,-.00001280,-.01417200,.00002210,-.00001270,.00461880,.00459580,-3.00000000,3.00000000,1,0,0,0,71,34,44
2096,11,15,"00:36:15",195.20000000,1198,144,"A",-.20183000,.92370000,"29.7S","163.3E",-29.72456000,163.30200000,78.20000000,21.80000000,293.60000000,"08m53s",532.50000000,9725.00000000,487.00000000,2486927.52500000,1.00000000,.11769500,.47320660,.00003320,-.00000522,-.25826900,-.17382970,.00012120,.00000207,-18.68646000,-.01000300,.00000400,198.85609000,14.99939000,.00000000,.57344600,.00001870,-.00000990,.02717200,.00001860,-.00000980,.00472720,.00470370,-3.00000000,3.00000000,2,0,0,0,70,21,44
2097,5,11,"18:34:31",196.30000000,1204,149,"T",.85156000,1.05381000,"67.4N","149.5W",67.41280000,-149.52051000,31.30000000,120.50000000,339.50000000,"03m10s",190.00000000,9726.00000000,487.00000000,2487105.27400000,19.00000000,-.06889800,.54096530,.00005890,-.00000886,.88346200,.20237900,-.00016330,-.00000350,18.22874100,.00991800,-.00000400,105.89085000,15.00148000,.00000000,.53449700,-.00007950,-.00001260,-.01158300,-.00007910,-.00001250,.00462920,.00460620,-3.00000000,3.00000000,1,1,0,0,71,25,20
2097,11,4,"02:01:25",197.40000000,1210,154,"A",-.89265000,.94941000,"65.8S","86.8E",-65.77046000,86.78082000,26.40000000,68.00000000,410.70000000,"03m36s",215.60000000,9727.00000000,487.00000000,2487281.58400000,2.00000000,-.36622700,.48102090,.00003930,-.00000592,-.81415900,-.20839010,.00013060,.00000272,-15.56418000,-.01220100,.00000300,214.12190000,15.00103000,.00000000,.56285700,.00011060,-.00001060,.01663600,.00011010,-.00001050,.00471390,.00469040,-3.00000000,3.00000000,2,-1,0,0,71,11,10
2098,4,1,"20:02:31",198.40000000,1215,121,"P",-1.10048000,.79844000,"61.0S","38.1W",-61.04233000,-38.08209000,.00000000,280.40000000,.00000000,"00m00s",.00000000,9728.00000000,487.00000000,2487430.33500000,20.00000000,.50660000,.46586400,.00000750,-.00000591,-.97719500,.25357590,.00002430,-.00000338,4.99577000,.01540600,-.00000100,119.11236000,15.00417000,.00000000,.55799400,-.00011700,-.00001080,.01179700,-.00011640,-.00001070,.00468010,.00465680,-3.00000000,3.00000000,4,-1,-1,-1,71,65,1
2098,9,25,"00:31:16",199.50000000,1221,126,"P",1.11844000,.78711000,"61.1N","101.0W",61.09330000,-100.96729000,.00000000,267.90000000,.00000000,"00m00s",.00000000,9729.00000000,487.00000000,2487606.52200000,1.00000000,.78067300,.50183780,-.00004960,-.00000798,.84662300,-.27698290,-.00003660,.00000463,-1.01597000,-.01554200,.00000000,197.08434000,15.00483000,.00000000,.53785500,.00007250,-.00001250,-.00824100,.00007210,-.00001240,.00466020,.00463700,-3.00000000,3.00000000,4,1,1,1,72,52,1
2098,10,24,"10:36:11",199.70000000,1222,164,"Pb",-1.54073000,.00562000,"61.8S","95.5W",-61.76117000,-95.46356000,.00000000,116.10000000,.00000000,"00m00s",.00000000,9730.00000000,487.00000000,2487635.94200000,11.00000000,-.46970600,.50279870,.00004330,-.00000743,-1.48399700,-.24235870,.00015180,.00000373,-12.02059000,-.01377600,.00000200,348.97516000,15.00252000,.00000000,.54645000,.00010580,-.00001190,.00031100,.00010530,-.00001190,.00469960,.00467620,-3.00000000,3.00000000,4,-1,-1,-1,80,1,10
2099,3,21,"22:54:32",200.60000000,1227,131,"A",-.40163000,.93180000,"20.0S","149.0W",-20.02035000,-149.04871000,66.20000000,328.90000000,275.00000000,"07m32s",452.40000000,9731.00000000,487.00000000,2487784.45500000,23.00000000,.23612600,.44210400,-.00000090,-.00000490,-.32814400,.24693550,.00001260,-.00000291,.65387000,.01585500,.00000000,163.28032000,15.00415000,.00000000,.57052300,-.00004850,-.00000990,.02426400,-.00004830,-.00000980,.00469550,.00467210,-3.00000000,3.00000000,2,0,0,0,70,55,2
2099,9,14,"16:57:53",201.80000000,1233,136,"T",.39421000,1.06844000,"23.4N","62.8W",23.36221000,-62.80865000,66.70000000,211.50000000,241.00000000,"05m18s",317.80000000,9732.00000000,487.00000000,2487961.20700000,17.00000000,.20840500,.51104250,-.00001970,-.00000860,.33524600,-.28185050,-.00003750,.00000495,3.08305000,-.01532800,-.00000100,76.14336000,15.00497000,.00000000,.53282900,-.00001410,-.00001290,-.01324300,-.00001400,-.00001280,.00464660,.00462350,-3.00000000,3.00000000,1,0,0,0,71,42,3
2100,3,10,"22:28:11",202.90000000,1239,141,"A",.30771000,.93383000,"12.0N","162.4W",11.95587000,-162.43298000,72.00000000,150.60000000,257.50000000,"07m29s",449.20000000,9733.00000000,487.00000000,2488138.43600000,22.00000000,-.35799800,.44550850,-.00000540,-.00000501,.15383300,.24597210,.00000920,-.00000294,-3.80342000,.01576600,.00000100,147.48981000,15.00377000,.00000000,.57003900,.00006630,-.00001000,.02378300,.00006590,-.00001000,.00470990,.00468640,-3.00000000,3.00000000,2,0,0,0,70,28,40
2100,9,4,"08:49:20",204.10000000,1245,146,"T",-.33840000,1.04021000,"10.5S","39.0E",-10.46946000,38.99463000,70.20000000,28.20000000,142.10000000,"03m32s",212.50000000,9734.00000000,487.00000000,2488315.86800000,9.00000000,-.07032800,.49913490,-.00000300,-.00000763,-.34592800,-.26572670,-.00002650,.00000427,7.07443000,-.01473600,-.00000200,315.21890000,15.00468000,.00000000,.53987300,-.00010310,-.00001210,-.00623300,-.00010260,-.00001200,.00463460,.00461160,-3.00000000,3.00000000,1,0,0,0,76,32,40
2101,2,28,"02:16:26",205.20000000,1251,151,"An",.99639000,.96092000,"60.5N","80.0E",60.50053000,79.99170000,2.60000000,111.50000000,.00000000,"02m44s",163.60000000,9735.00000000,487.00000000,2488492.59500000,2.00000000,-.59349200,.47462870,-.00001290,-.00000623,.81370100,.24944720,-.00000010,-.00000344,-8.08239000,.01512400,.00000200,206.87556000,15.00304000,.00000000,.55748600,.00012280,-.00001110,.01129200,.00012220,-.00001100,.00472230,.00469880,-3.00000000,3.00000000,2,1,1,0,72,19,10
2101,8,24,"19:37:03",206.30000000,1257,156,"P",-1.13919000,.73365000,"61.6S","178.2E",-61.60032000,178.20673000,.00000000,66.50000000,.00000000,"00m00s",.00000000,9736.00000000,487.00000000,2488670.31700000,20.00000000,-.32362600,.47692020,.00000210,-.00000611,-1.11108510,-.23650260,-.00001470,.00000322,10.92399000,-.01373100,-.00000200,119.39281000,15.00401000,.00000000,.55401400,-.00011980,-.00001070,.00783700,-.00011920,-.00001070,.00462400,.00460100,-3.00000000,3.00000000,4,-1,-1,-1,69,6,10
2102,1,19,"02:21:30",207.30000000,1262,123,"P",-1.07407000,.86820000,"63.5S","73.6W",-63.51339000,-73.57910000,.00000000,218.50000000,.00000000,"00m00s",.00000000,9737.00000000,487.00000000,2488817.59800000,2.00000000,.11950200,.55413120,-.00006010,-.00000924,-1.08742200,.17161160,.00020520,-.00000305,-20.44018900,.00818000,.00000500,207.43172000,14.99818000,.00000000,.53959000,.00005640,-.00001300,-.00651500,.00005610,-.00001290,.00475230,.00472860,-3.00000000,3.00000000,4,-1,-1,-1,70,58,1
2102,7,15,"08:15:14",208.50000000,1268,128,"A",.90795000,.93975000,"75.9N","134.2E",75.89931000,134.16797000,24.40000000,261.50000000,539.10000000,"04m14s",253.60000000,9738.00000000,487.00000000,2488994.84400000,8.00000000,.11274800,.48840190,-.00004060,-.00000544,.91001200,-.13178820,-.00016350,.00000160,21.54283900,-.00619600,-.00000500,298.46463000,15.00017000,.00000000,.56562500,.00001100,-.00000970,.01939000,.00001090,-.00000960,.00460040,.00457750,-3.00000000,3.00000000,2,1,0,0,73,63,1
